,pdb,natoms,parKVFinder_01,parKVFinder_02,parKVFinder_04,parKVFinder_08,parKVFinder_12,parKVFinder_16,parKVFinder_20,parKVFinder_24,pyKVFinder_01,pyKVFinder_02,pyKVFinder_04,pyKVFinder_08,pyKVFinder_12,pyKVFinder_16,pyKVFinder_20,pyKVFinder_24,pyKVFinder-depth_01,pyKVFinder-depth_02,pyKVFinder-depth_04,pyKVFinder-depth_08,pyKVFinder-depth_12,pyKVFinder-depth_16,pyKVFinder-depth_20,pyKVFinder-depth_24,pyKVFinder-hydropathy_01,pyKVFinder-hydropathy_02,pyKVFinder-hydropathy_04,pyKVFinder-hydropathy_08,pyKVFinder-hydropathy_12,pyKVFinder-hydropathy_16,pyKVFinder-hydropathy_20,pyKVFinder-hydropathy_24
772,3SIG_A,3807,4.7506,3.026,1.9082,1.5602,1.4226,1.3588,1.2993,1.2715,4.0289,2.549,1.6421,1.4146,1.2353,1.1145,1.0144,0.9498,4.0289,2.549,1.6421,1.4146,1.2353,1.1145,1.0144,0.9498,4.0289,2.549,1.6421,1.4146,1.2353,1.1145,1.0144,0.9498
773,3SK2_A,1054,4.4461,2.6805,1.5055,1.2477,1.0761,0.9915,0.932,0.8959,3.7187,2.332,1.581,1.4072,1.2438,1.1155,1.058,1.0038,3.7187,2.332,1.581,1.4072,1.2438,1.1155,1.058,1.0038,3.7187,2.332,1.581,1.4072,1.2438,1.1155,1.058,1.0038
774,3SQF_A,764,2.0197,1.1479,0.652,0.5156,0.4526,0.4227,0.4031,0.3897,1.9039,1.1918,0.8473,0.6942,0.613,0.5821,0.5583,0.5321,1.9039,1.1918,0.8473,0.6942,0.613,0.5821,0.5583,0.5321,1.9039,1.1918,0.8473,0.6942,0.613,0.5821,0.5583,0.5321
775,3SRC_B,4192,10.7337,6.7908,4.5693,3.8002,3.3582,3.2043,3.1457,3.1892,7.8,4.817,2.992,2.4885,2.1775,1.9516,1.8609,1.7233,7.8,4.817,2.992,2.4885,2.1775,1.9516,1.8609,1.7233,7.8,4.817,2.992,2.4885,2.1775,1.9516,1.8609,1.7233
776,3SXO_B,2691,7.4213,4.7595,3.1529,2.4983,2.2607,2.2475,2.1755,2.128,5.4826,3.4807,2.3249,1.907,1.7085,1.5201,1.4018,1.2913,5.4826,3.4807,2.3249,1.907,1.7085,1.5201,1.4018,1.2913,5.4826,3.4807,2.3249,1.907,1.7085,1.5201,1.4018,1.2913
777,3SYX_A,933,2.6359,1.5203,0.8991,0.6462,0.5583,0.5402,0.511,0.4862,2.437,1.5098,1.0477,0.8992,0.7699,0.7424,0.666,0.6481,2.437,1.5098,1.0477,0.8992,0.7699,0.7424,0.666,0.6481,2.437,1.5098,1.0477,0.8992,0.7699,0.7424,0.666,0.6481
778,3SZT_A,1870,5.0089,3.0843,1.8283,1.4464,1.3117,1.2211,1.1643,1.0936,4.0836,2.6488,1.7912,1.5315,1.3793,1.1718,1.1053,1.0167,4.0836,2.6488,1.7912,1.5315,1.3793,1.1718,1.1053,1.0167,4.0836,2.6488,1.7912,1.5315,1.3793,1.1718,1.1053,1.0167
779,3T7V_A,2699,5.5331,3.5824,2.2552,2.0042,1.8175,1.7347,1.7013,1.6557,4.364,2.7207,1.7402,1.4543,1.3176,1.1675,1.0841,1.0357,4.364,2.7207,1.7402,1.4543,1.3176,1.1675,1.0841,1.0357,4.364,2.7207,1.7402,1.4543,1.3176,1.1675,1.0841,1.0357
780,3TCJ_B,696,2.0627,1.1591,0.6973,0.5486,0.4802,0.4354,0.4092,0.3868,1.9502,1.2082,0.8782,0.738,0.6533,0.6131,0.6123,0.5528,1.9502,1.2082,0.8782,0.738,0.6533,0.6131,0.6123,0.5528,1.9502,1.2082,0.8782,0.738,0.6533,0.6131,0.6123,0.5528
781,3TEB_A,2099,4.5672,2.8834,1.8126,1.487,1.3232,1.2586,1.2042,1.1533,3.7501,2.3921,1.6085,1.2942,1.1574,1.0299,0.9363,0.8696,3.7501,2.3921,1.6085,1.2942,1.1574,1.0299,0.9363,0.8696,3.7501,2.3921,1.6085,1.2942,1.1574,1.0299,0.9363,0.8696
782,3TEE_A,1364,5.5647,3.3837,1.8914,1.551,1.3955,1.2747,1.2058,1.1373,4.5833,2.9003,1.8094,1.7147,1.5314,1.345,1.2884,1.1996,4.5833,2.9003,1.8094,1.7147,1.5314,1.345,1.2884,1.1996,4.5833,2.9003,1.8094,1.7147,1.5314,1.345,1.2884,1.1996
783,3TFZ_A,1300,3.8023,2.3224,1.366,1.096,1.036,0.9656,0.8994,0.8533,3.2633,2.1029,1.4019,1.2551,1.0793,0.9837,0.8992,0.8945,3.2633,2.1029,1.4019,1.2551,1.0793,0.9837,0.8992,0.8945,3.2633,2.1029,1.4019,1.2551,1.0793,0.9837,0.8992,0.8945
784,3TG9_A,2551,5.3597,3.3866,2.0743,1.7372,1.5714,1.4756,1.425,1.3794,4.3127,2.7258,1.7453,1.4766,1.3623,1.1963,1.0969,1.0092,4.3127,2.7258,1.7453,1.4766,1.3623,1.1963,1.0969,1.0092,4.3127,2.7258,1.7453,1.4766,1.3623,1.1963,1.0969,1.0092
785,3TGV_A,1024,3.5128,2.0896,1.2039,0.9833,0.8634,0.8071,0.7678,0.73,3.039,1.8732,1.2794,1.0864,0.9851,0.8597,0.8026,0.7488,3.039,1.8732,1.2794,1.0864,0.9851,0.8597,0.8026,0.7488,3.039,1.8732,1.2794,1.0864,0.9851,0.8597,0.8026,0.7488
786,3THF_A,1378,7.3183,4.2788,2.4783,1.8534,1.5431,1.4153,1.3552,1.2774,5.9016,3.6537,2.301,2.0174,1.7473,1.6119,1.5073,1.4048,5.9016,3.6537,2.301,2.0174,1.7473,1.6119,1.5073,1.4048,5.9016,3.6537,2.301,2.0174,1.7473,1.6119,1.5073,1.4048
787,3TNY_A,1914,4.6897,2.9297,1.7468,1.4113,1.2963,1.2475,1.2041,1.1747,3.8977,2.4672,1.6678,1.4127,1.2503,1.1132,1.0096,0.9411,3.8977,2.4672,1.6678,1.4127,1.2503,1.1132,1.0096,0.9411,3.8977,2.4672,1.6678,1.4127,1.2503,1.1132,1.0096,0.9411
788,3TUN_A,4250,9.8801,6.3624,4.2068,3.5893,3.29,3.1609,3.0871,3.0889,7.3635,4.5466,2.9323,2.5503,2.2406,2.0089,1.8891,1.7542,7.3635,4.5466,2.9323,2.5503,2.2406,2.0089,1.8891,1.7542,7.3635,4.5466,2.9323,2.5503,2.2406,2.0089,1.8891,1.7542
789,3TXY_A,1407,3.6229,2.2017,1.345,0.9917,0.905,0.8638,0.8342,0.8017,3.043,1.9209,1.3109,1.0953,0.9607,0.8766,0.8183,0.7706,3.043,1.9209,1.3109,1.0953,0.9607,0.8766,0.8183,0.7706,3.043,1.9209,1.3109,1.0953,0.9607,0.8766,0.8183,0.7706
790,3U0C_A,1213,5.7724,3.4014,1.9992,1.5163,1.3307,1.2118,1.1227,1.0457,4.8034,2.9726,1.8978,1.6661,1.5379,1.3835,1.2999,1.2351,4.8034,2.9726,1.8978,1.6661,1.5379,1.3835,1.2999,1.2351,4.8034,2.9726,1.8978,1.6661,1.5379,1.3835,1.2999,1.2351
791,3U34_C,1065,3.887,2.3503,1.331,1.0783,0.9557,0.9032,0.8515,0.7972,3.3088,2.0951,1.4269,1.2199,1.0941,0.9747,0.9091,0.8545,3.3088,2.0951,1.4269,1.2199,1.0941,0.9747,0.9091,0.8545,3.3088,2.0951,1.4269,1.2199,1.0941,0.9747,0.9091,0.8545
792,3U3W_A,2081,5.8656,3.6516,2.2033,1.7408,1.6209,1.5252,1.4505,1.3885,4.7618,3.0418,2.0875,1.8234,1.6406,1.4458,1.5014,1.3738,4.7618,3.0418,2.0875,1.8234,1.6406,1.4458,1.5014,1.3738,4.7618,3.0418,2.0875,1.8234,1.6406,1.4458,1.5014,1.3738
793,3U48_A,5049,12.0628,7.9654,5.7242,4.7612,4.4379,4.2234,4.0904,4.1521,8.3002,5.1109,3.2912,2.6701,2.4093,2.1458,2.0194,1.8798,8.3002,5.1109,3.2912,2.6701,2.4093,2.1458,2.0194,1.8798,8.3002,5.1109,3.2912,2.6701,2.4093,2.1458,2.0194,1.8798
794,3U5C_a,769,3.5607,2.0827,1.2041,0.9159,0.7637,0.7338,0.6856,0.6469,3.1078,1.9901,1.3499,1.2079,1.0515,0.9594,0.8907,0.8607,3.1078,1.9901,1.3499,1.2079,1.0515,0.9594,0.8907,0.8607,3.1078,1.9901,1.3499,1.2079,1.0515,0.9594,0.8907,0.8607
795,3U5E_S,1445,5.6357,3.3872,1.9882,1.546,1.4084,1.2988,1.223,1.1744,4.5657,2.9326,1.9374,1.7038,1.4884,1.3363,1.2215,1.1265,4.5657,2.9326,1.9374,1.7038,1.4884,1.3363,1.2215,1.1265,4.5657,2.9326,1.9374,1.7038,1.4884,1.3363,1.2215,1.1265
796,3U5E_U,796,2.2499,1.2954,0.7621,0.5855,0.5233,0.4945,0.4686,0.4559,2.0778,1.2944,0.919,0.7641,0.6826,0.6492,0.6182,0.5976,2.0778,1.2944,0.919,0.7641,0.6826,0.6492,0.6182,0.5976,2.0778,1.2944,0.919,0.7641,0.6826,0.6492,0.6182,0.5976
797,3U5G_S,1192,4.3439,2.5857,1.4782,1.1703,1.0502,0.9662,0.9085,0.8817,3.6048,2.2611,1.5398,1.3208,1.1736,1.0221,0.9461,0.8836,3.6048,2.2611,1.5398,1.3208,1.1736,1.0221,0.9461,0.8836,3.6048,2.2611,1.5398,1.3208,1.1736,1.0221,0.9461,0.8836
798,3U5G_U,882,4.3459,2.5953,1.4496,1.2127,1.059,0.9711,0.8999,0.8687,3.602,2.2629,1.4863,1.3976,1.2689,1.1396,1.0537,1.0129,3.602,2.2629,1.4863,1.3976,1.2689,1.1396,1.0537,1.0129,3.602,2.2629,1.4863,1.3976,1.2689,1.1396,1.0537,1.0129
799,3U5I_W,1038,9.5211,5.9192,3.5095,2.7383,2.3702,2.1479,2.0029,1.8875,7.4125,4.7796,3.1969,3.1317,2.7589,2.4945,2.3844,2.2876,7.4125,4.7796,3.1969,3.1317,2.7589,2.4945,2.3844,2.2876,7.4125,4.7796,3.1969,3.1317,2.7589,2.4945,2.3844,2.2876
800,3U8V_A,622,1.1824,0.6805,0.3941,0.2945,0.2766,0.2752,0.2607,0.2485,1.3718,0.8607,0.6233,0.5512,0.4887,0.4801,0.4465,0.4524,1.3718,0.8607,0.6233,0.5512,0.4887,0.4801,0.4465,0.4524,1.3718,0.8607,0.6233,0.5512,0.4887,0.4801,0.4465,0.4524
801,3UB1_A,1950,6.1882,3.7052,2.2353,1.6624,1.494,1.3924,1.3236,1.2618,5.0051,3.128,2.109,1.7855,1.5734,1.3661,1.2688,1.1773,5.0051,3.128,2.109,1.7855,1.5734,1.3661,1.2688,1.1773,5.0051,3.128,2.109,1.7855,1.5734,1.3661,1.2688,1.1773
802,3UBT_A,2304,5.9708,3.7804,2.3909,1.8104,1.7198,1.6322,1.5801,1.5306,4.6895,2.8548,1.7938,1.5167,1.3654,1.2371,1.1528,1.0999,4.6895,2.8548,1.7938,1.5167,1.3654,1.2371,1.1528,1.0999,4.6895,2.8548,1.7938,1.5167,1.3654,1.2371,1.1528,1.0999
803,3UDW_B,786,2.4105,1.379,0.7967,0.5829,0.5216,0.4836,0.4534,0.4414,2.1813,1.345,0.916,0.7973,0.7067,0.6511,0.6138,0.5953,2.1813,1.345,0.916,0.7973,0.7067,0.6511,0.6138,0.5953,2.1813,1.345,0.916,0.7973,0.7067,0.6511,0.6138,0.5953
804,3UFB_A,3414,8.7346,5.7974,4.0878,3.2827,3.0197,2.9262,2.8369,2.8272,6.2427,3.8755,2.6183,2.3169,1.9213,1.7072,1.529,1.6842,6.2427,3.8755,2.6183,2.3169,1.9213,1.7072,1.529,1.6842,6.2427,3.8755,2.6183,2.3169,1.9213,1.7072,1.529,1.6842
805,3UFI_A,2128,5.3737,3.3299,2.037,1.6625,1.5298,1.4467,1.3962,1.3568,4.4164,2.7781,1.7958,1.4975,1.3645,1.2002,1.1283,1.0478,4.4164,2.7781,1.7958,1.4975,1.3645,1.2002,1.1283,1.0478,4.4164,2.7781,1.7958,1.4975,1.3645,1.2002,1.1283,1.0478
806,3UJK_A,2316,5.1219,3.1915,1.8972,1.5766,1.4893,1.4177,1.3569,1.317,4.168,2.6083,1.741,1.4421,1.2149,1.1454,1.0622,0.9816,4.168,2.6083,1.741,1.4421,1.2149,1.1454,1.0622,0.9816,4.168,2.6083,1.741,1.4421,1.2149,1.1454,1.0622,0.9816
807,3UJZ_A,4683,12.2374,8.0734,5.5359,4.7354,4.278,4.0752,3.9516,3.8577,8.6418,5.372,3.3835,2.8826,2.5707,2.3385,2.2005,2.1155,8.6418,5.372,3.3835,2.8826,2.5707,2.3385,2.2005,2.1155,8.6418,5.372,3.3835,2.8826,2.5707,2.3385,2.2005,2.1155
808,3USE_L,4545,9.4473,6.3648,4.6751,3.7849,3.4734,3.3823,3.3614,3.3035,6.6671,4.1223,2.5804,2.0969,1.8978,1.6754,1.5797,1.5089,6.6671,4.1223,2.5804,2.0969,1.8978,1.6754,1.5797,1.5089,6.6671,4.1223,2.5804,2.0969,1.8978,1.6754,1.5797,1.5089
809,3UWU_B,1673,4.4727,2.8155,1.7,1.4058,1.2672,1.2057,1.1798,1.1443,3.6468,2.3235,1.5493,1.2398,1.0758,0.9929,0.9087,0.8489,3.6468,2.3235,1.5493,1.2398,1.0758,0.9929,0.9087,0.8489,3.6468,2.3235,1.5493,1.2398,1.0758,0.9929,0.9087,0.8489
810,3UXL_B,2675,5.3181,3.3764,1.9918,1.6923,1.5307,1.4464,1.3827,1.3394,4.3267,2.7149,1.7524,1.4566,1.277,1.156,1.0771,1.011,4.3267,2.7149,1.7524,1.4566,1.277,1.156,1.0771,1.011,4.3267,2.7149,1.7524,1.4566,1.277,1.156,1.0771,1.011
811,3V21_C,2336,6.1287,3.808,2.415,1.866,1.7375,1.65,1.5821,1.53,4.7925,3.0044,1.9104,1.5802,1.4598,1.2974,1.2243,1.1629,4.7925,3.0044,1.9104,1.5802,1.4598,1.2974,1.2243,1.1629,4.7925,3.0044,1.9104,1.5802,1.4598,1.2974,1.2243,1.1629
812,3V32_A,1294,3.4823,2.0914,1.2638,0.9674,0.8879,0.8259,0.7936,0.7553,3.0134,1.8727,1.2747,1.0605,0.9569,0.8613,0.8174,0.7968,3.0134,1.8727,1.2747,1.0605,0.9569,0.8613,0.8174,0.7968,3.0134,1.8727,1.2747,1.0605,0.9569,0.8613,0.8174,0.7968
813,3V39_A,3119,7.7702,5.0179,3.4119,2.7108,2.5135,2.4004,2.3586,2.2996,5.7926,3.6084,2.2812,1.9823,1.7649,1.5648,1.4625,1.3476,5.7926,3.6084,2.2812,1.9823,1.7649,1.5648,1.4625,1.3476,5.7926,3.6084,2.2812,1.9823,1.7649,1.5648,1.4625,1.3476
814,3V5N_D,2686,6.4358,4.1689,2.7789,2.1927,2.0983,1.9698,1.9547,1.9123,4.8901,2.9713,1.9232,1.5776,1.4631,1.2995,1.2565,1.1765,4.8901,2.9713,1.9232,1.5776,1.4631,1.2995,1.2565,1.1765,4.8901,2.9713,1.9232,1.5776,1.4631,1.2995,1.2565,1.1765
815,3V69_A,961,3.0533,1.7907,1.0583,0.7751,0.6974,0.6496,0.6112,0.5844,2.6632,1.6602,1.1239,0.9933,0.8415,0.8216,0.7403,0.6843,2.6632,1.6602,1.1239,0.9933,0.8415,0.8216,0.7403,0.6843,2.6632,1.6602,1.1239,0.9933,0.8415,0.8216,0.7403,0.6843
816,3V7P_A,3237,6.6773,4.2927,2.8936,2.3114,2.091,2.1013,1.999,1.965,5.2189,3.2556,2.0794,1.756,1.6107,1.4419,1.4011,1.3653,5.2189,3.2556,2.0794,1.756,1.6107,1.4419,1.4011,1.3653,5.2189,3.2556,2.0794,1.756,1.6107,1.4419,1.4011,1.3653
817,3VCD_H,1310,3.411,2.0391,1.2119,0.906,0.8168,0.7652,0.7189,0.6926,2.9952,1.8711,1.2648,1.0969,0.9905,0.8467,0.7909,0.7516,2.9952,1.8711,1.2648,1.0969,0.9905,0.8467,0.7909,0.7516,2.9952,1.8711,1.2648,1.0969,0.9905,0.8467,0.7909,0.7516
818,3VOL_A,1067,3.5136,2.0937,1.2493,0.9748,0.8635,0.805,0.766,0.7254,3.04,1.9292,1.309,1.1227,1.0124,0.9108,0.841,0.7824,3.04,1.9292,1.309,1.1227,1.0124,0.9108,0.841,0.7824,3.04,1.9292,1.309,1.1227,1.0124,0.9108,0.841,0.7824
819,3VTX_A,1262,4.4406,2.6799,1.5258,1.1948,1.067,1.0014,0.9368,0.873,3.7124,2.3644,1.5994,1.3347,1.1995,1.0647,0.9725,0.9137,3.7124,2.3644,1.5994,1.3347,1.1995,1.0647,0.9725,0.9137,3.7124,2.3644,1.5994,1.3347,1.1995,1.0647,0.9725,0.9137
820,3VW4_A,880,4.3768,2.544,1.3888,1.0803,0.9035,0.8246,0.7721,0.7356,3.6937,2.2684,1.4559,1.2306,1.1226,1.0133,0.9497,0.9285,3.6937,2.2684,1.4559,1.2306,1.1226,1.0133,0.9497,0.9285,3.6937,2.2684,1.4559,1.2306,1.1226,1.0133,0.9497,0.9285
821,3VWA_A,3670,12.394,8.0193,5.1656,4.2724,3.7086,3.4725,3.3185,3.3182,8.9389,5.3824,3.4761,2.8403,2.5188,2.2679,2.1228,2.0396,8.9389,5.3824,3.4761,2.8403,2.5188,2.2679,2.1228,2.0396,8.9389,5.3824,3.4761,2.8403,2.5188,2.2679,2.1228,2.0396
822,3W0F_A,1767,4.7194,2.9512,1.7731,1.4395,1.258,1.2001,1.1906,1.1257,3.8962,2.4216,1.5707,1.3111,1.1836,1.0529,0.9771,0.9209,3.8962,2.4216,1.5707,1.3111,1.1836,1.0529,0.9771,0.9209,3.8962,2.4216,1.5707,1.3111,1.1836,1.0529,0.9771,0.9209
823,3W4S_A,1886,4.565,2.838,1.6583,1.3857,1.2261,1.1477,1.0958,1.0434,3.8307,2.3728,1.5539,1.3483,1.192,1.0617,0.9893,0.928,3.8307,2.3728,1.5539,1.3483,1.192,1.0617,0.9893,0.928,3.8307,2.3728,1.5539,1.3483,1.192,1.0617,0.9893,0.928
824,3WAS_A,2729,7.4819,4.6661,2.9385,2.3529,2.1345,2.0242,2.0603,1.9911,5.8649,3.7327,2.4769,1.9335,1.6748,1.5076,1.3944,1.2961,5.8649,3.7327,2.4769,1.9335,1.6748,1.5076,1.3944,1.2961,5.8649,3.7327,2.4769,1.9335,1.6748,1.5076,1.3944,1.2961
825,3WCO_A,2661,8.1435,5.0563,3.3211,2.575,2.2991,2.1857,2.2435,2.1713,6.0959,3.7679,2.4068,1.9424,1.707,1.5974,1.4843,1.423,6.0959,3.7679,2.4068,1.9424,1.707,1.5974,1.4843,1.423,6.0959,3.7679,2.4068,1.9424,1.707,1.5974,1.4843,1.423
826,3WFN_E,1174,4.465,2.6727,1.5226,1.1868,1.039,0.9586,0.9378,0.8852,3.7015,2.2731,1.4759,1.2712,1.1414,1.0238,0.9629,0.9038,3.7015,2.2731,1.4759,1.2712,1.1414,1.0238,0.9629,0.9038,3.7015,2.2731,1.4759,1.2712,1.1414,1.0238,0.9629,0.9038
827,3WFZ_A,5256,14.122,9.7027,6.8328,5.9431,5.405,5.1937,5.0928,5.1214,9.6115,5.7668,3.739,3.141,2.7705,2.5094,2.359,2.1494,9.6115,5.7668,3.739,3.141,2.7705,2.5094,2.359,2.1494,9.6115,5.7668,3.739,3.141,2.7705,2.5094,2.359,2.1494
828,3ZCI_A,1329,4.1229,2.5139,1.4599,1.1335,0.9298,0.9054,0.8763,0.848,3.501,2.0998,1.3544,1.0713,0.9854,0.8905,0.852,0.8086,3.501,2.0998,1.3544,1.0713,0.9854,0.8905,0.852,0.8086,3.501,2.0998,1.3544,1.0713,0.9854,0.8905,0.852,0.8086
829,3ZD7_A,4260,14.1798,9.3259,6.4354,5.484,4.9503,4.7556,4.6928,4.6837,9.615,5.6897,3.6805,2.9483,2.5417,2.3188,2.1753,2.08,9.615,5.6897,3.6805,2.9483,2.5417,2.3188,2.1753,2.08,9.615,5.6897,3.6805,2.9483,2.5417,2.3188,2.1753,2.08
830,3ZFZ_A,4504,14.4346,9.2977,5.9678,4.9984,4.4826,4.2827,4.1388,3.9935,10.2301,6.0176,3.8851,3.3081,2.7996,2.5516,2.3727,2.2807,10.2301,6.0176,3.8851,3.3081,2.7996,2.5516,2.3727,2.2807,10.2301,6.0176,3.8851,3.3081,2.7996,2.5516,2.3727,2.2807
831,3ZH5_A,1892,3.3576,2.0169,1.2045,0.9235,0.7893,0.757,0.73,0.6999,2.9442,1.8105,1.1818,1.0076,0.8894,0.8408,0.7785,0.7383,2.9442,1.8105,1.1818,1.0076,0.8894,0.8408,0.7785,0.7383,2.9442,1.8105,1.1818,1.0076,0.8894,0.8408,0.7785,0.7383
832,3ZJM_C,1418,3.56,2.1916,1.3583,1.0734,0.9565,0.9063,0.8659,0.8417,3.0946,1.9462,1.31,1.1181,0.9501,0.885,0.8275,0.7775,3.0946,1.9462,1.31,1.1181,0.9501,0.885,0.8275,0.7775,3.0946,1.9462,1.31,1.1181,0.9501,0.885,0.8275,0.7775
833,3ZM6_A,3103,7.8962,5.0004,3.2039,2.5502,2.3002,2.1925,2.2161,2.1278,6.0176,3.7498,2.4772,2.0213,1.7897,1.6277,1.4866,1.4244,6.0176,3.7498,2.4772,2.0213,1.7897,1.6277,1.4866,1.4244,6.0176,3.7498,2.4772,2.0213,1.7897,1.6277,1.4866,1.4244
834,3ZMK_D,1556,3.8257,2.3838,1.5121,1.1393,1.0399,0.9973,0.9846,0.9614,3.2554,1.9935,1.3119,1.0871,0.9762,0.912,0.8407,0.7965,3.2554,1.9935,1.3119,1.0871,0.9762,0.912,0.8407,0.7965,3.2554,1.9935,1.3119,1.0871,0.9762,0.912,0.8407,0.7965
835,3ZPN_A,766,2.9549,1.6979,0.9836,0.7604,0.6553,0.6001,0.5664,0.5282,2.6082,1.6343,1.1112,0.9431,0.8508,0.7769,0.7532,0.713,2.6082,1.6343,1.1112,0.9431,0.8508,0.7769,0.7532,0.713,2.6082,1.6343,1.1112,0.9431,0.8508,0.7769,0.7532,0.713
836,3ZRP_A,2904,6.1935,4.0258,2.5805,2.0212,1.8905,1.8057,1.7322,1.6775,4.9283,3.0306,2.0188,1.6947,1.4934,1.3995,1.3243,1.2929,4.9283,3.0306,2.0188,1.6947,1.4934,1.3995,1.3243,1.2929,4.9283,3.0306,2.0188,1.6947,1.4934,1.3995,1.3243,1.2929
837,3ZS6_A,3999,8.251,5.5403,3.7194,3.0783,2.8433,2.7397,2.7452,2.6658,6.1594,3.8351,2.3981,2.025,1.7846,1.6087,1.5181,1.4595,6.1594,3.8351,2.3981,2.025,1.7846,1.6087,1.5181,1.4595,6.1594,3.8351,2.3981,2.025,1.7846,1.6087,1.5181,1.4595
838,3ZVH_B,3200,6.5349,4.1073,2.6091,2.0535,1.9008,1.8903,1.8067,1.7852,5.1017,3.1806,1.9874,1.6745,1.5017,1.3361,1.2299,1.1571,5.1017,3.1806,1.9874,1.6745,1.5017,1.3361,1.2299,1.1571,5.1017,3.1806,1.9874,1.6745,1.5017,1.3361,1.2299,1.1571
839,4ABL_A,1206,2.9604,1.8002,1.0971,0.8138,0.7744,0.7753,0.6975,0.6794,2.6622,1.6621,1.1003,0.9119,0.8012,0.7447,0.6997,0.6734,2.6622,1.6621,1.1003,0.9119,0.8012,0.7447,0.6997,0.6734,2.6622,1.6621,1.1003,0.9119,0.8012,0.7447,0.6997,0.6734
840,4ABM_A,646,2.8139,1.6578,0.9487,0.7604,0.6826,0.631,0.5916,0.5486,2.5415,1.6454,1.1827,0.9891,0.8863,0.7978,0.7542,0.7018,2.5415,1.6454,1.1827,0.9891,0.8863,0.7978,0.7542,0.7018,2.5415,1.6454,1.1827,0.9891,0.8863,0.7978,0.7542,0.7018
841,4AEC_A,2397,6.873,4.2852,2.7162,2.1583,1.9129,1.8628,1.7963,1.7186,5.3191,3.3031,2.1055,1.7432,1.6012,1.487,1.3865,1.3262,5.3191,3.3031,2.1055,1.7432,1.6012,1.487,1.3865,1.3262,5.3191,3.3031,2.1055,1.7432,1.6012,1.487,1.3865,1.3262
842,4AGH_A,561,2.768,1.5672,0.8903,0.6282,0.5193,0.5072,0.4751,0.4548,2.4084,1.4953,1.034,0.8728,0.7801,0.7228,0.686,0.6448,2.4084,1.4953,1.034,0.8728,0.7801,0.7228,0.686,0.6448,2.4084,1.4953,1.034,0.8728,0.7801,0.7228,0.686,0.6448
843,4AIW_A,1055,3.3812,2.055,1.2215,0.951,0.8595,0.8003,0.7501,0.7196,2.906,1.8252,1.2432,1.0759,0.9535,0.8951,0.7948,0.7645,2.906,1.8252,1.2432,1.0759,0.9535,0.8951,0.7948,0.7645,2.906,1.8252,1.2432,1.0759,0.9535,0.8951,0.7948,0.7645
844,4AJW_B,6363,15.1643,10.3329,7.4483,6.3838,5.8111,5.6926,5.5321,5.7104,10.1621,6.0726,3.8833,3.074,2.6785,2.4726,2.326,2.2369,10.1621,6.0726,3.8833,3.074,2.6785,2.4726,2.326,2.2369,10.1621,6.0726,3.8833,3.074,2.6785,2.4726,2.326,2.2369
845,4AK1_A,4026,16.3041,10.2296,6.486,5.3363,4.5919,4.2659,4.0324,4.0026,11.8602,7.1457,4.6675,3.8859,3.3962,3.134,2.9428,2.8472,11.8602,7.1457,4.6675,3.8859,3.3962,3.134,2.9428,2.8472,11.8602,7.1457,4.6675,3.8859,3.3962,3.134,2.9428,2.8472
846,4AKM_A,1070,3.1271,1.8689,1.1327,0.8748,0.7774,0.6966,0.678,0.6656,2.7616,1.7056,1.1786,0.9679,0.8547,0.788,0.7364,0.699,2.7616,1.7056,1.1786,0.9679,0.8547,0.788,0.7364,0.699,2.7616,1.7056,1.1786,0.9679,0.8547,0.788,0.7364,0.699
847,4AN8_A,3716,9.2282,5.9829,4.1008,3.2444,2.9203,2.8316,2.7463,2.7686,6.8223,4.228,2.7411,2.3998,2.0762,1.9253,1.8416,1.6275,6.8223,4.228,2.7411,2.3998,2.0762,1.9253,1.8416,1.6275,6.8223,4.228,2.7411,2.3998,2.0762,1.9253,1.8416,1.6275
848,4AP8_D,899,3.262,1.9645,1.1403,0.8523,0.775,0.735,0.7018,0.6777,2.7994,1.7702,1.2094,1.069,0.9087,0.8423,0.7938,0.7681,2.7994,1.7702,1.2094,1.069,0.9087,0.8423,0.7938,0.7681,2.7994,1.7702,1.2094,1.069,0.9087,0.8423,0.7938,0.7681
849,4AQP_C,847,2.4199,1.3912,0.8191,0.6064,0.5292,0.4977,0.4735,0.4522,2.3134,1.4034,0.96,0.7966,0.7158,0.6613,0.6427,0.6064,2.3134,1.4034,0.96,0.7966,0.7158,0.6613,0.6427,0.6064,2.3134,1.4034,0.96,0.7966,0.7158,0.6613,0.6427,0.6064
850,4AVR_A,643,2.2563,1.2717,0.7557,0.5626,0.4873,0.4476,0.425,0.4068,2.0267,1.2855,0.9518,0.7631,0.6621,0.6226,0.591,0.5841,2.0267,1.2855,0.9518,0.7631,0.6621,0.6226,0.591,0.5841,2.0267,1.2855,0.9518,0.7631,0.6621,0.6226,0.591,0.5841
851,4AXG_C,254,1.8755,1.0091,0.5672,0.4064,0.3419,0.3055,0.2861,0.2695,1.7651,1.0922,0.8074,0.6731,0.6018,0.5624,0.5408,0.5311,1.7651,1.0922,0.8074,0.6731,0.6018,0.5624,0.5408,0.5311,1.7651,1.0922,0.8074,0.6731,0.6018,0.5624,0.5408,0.5311
